Locality,References,log fO2 (dFMQ),log fO2 (dFMQ)_1std,Analysis,Method,Remarks 1,U-Pb Age,Ti-in-zirc Temp C,P,Ti,Fe,Sr,Sc,Y,Nb,Hf,Ta,Pb,Th,U,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-C, z9.1 / c",ArF LAICPMS,,2.1,749,244.4,5.69,,,,1830,8.53,9837,2.62,,201,444,0.022,14.4,0.227,4.15,8.35,1.28,46.3,16.4,177,62,273,53.1,503,82.5
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-C, z9.2 / r",ArF LAICPMS,,2.1,731,200.8,4.68,,,,1140,8.12,10430,2.51,,135,347,,14.6,0.0863,1.77,4.39,0.621,26.7,9.13,110,39.5,169,32.7,303,54.8
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-C, z10.1 / c",ArF LAICPMS,,2.1,771,235.7,7.17,,,,2220,6.57,9582,2.08,,214,419,0.073,16.5,0.272,5.54,11.3,1.47,64,20,234,78.5,326,58.5,517,91
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-C, z10.3 / r",ArF LAICPMS,,2.1,786,122.2,8.29,,,,684,4.45,9413,1.12,,48.4,146,0.24,8.59,0.116,1.21,2.73,0.672,16.4,5.11,68.7,24.7,108,20.5,179,34.3
"Yellowstone, Lava Creek tuff","Lu et al., 2016",0,0,Y3_1,ArF LA-ICPMS,,0.06,,133,14.6,,,,2670,2.03,12920,,,56.3,64.8,0.055,3.93,0.501,8.98,16,3.81,72.8,20.05,218.8,70.8,300,53,429,83.3
"Yellowstone, Lava Creek tuff","Lu et al., 2016",0,0,Y3_4,ArF LA-ICPMS,,0.73,,384,3.2,,,,3200,33.5,19550,,0.086,330,584,1.64,27,0.68,5.05,8.22,0.171,44.8,16,207,76.7,360,70.9,581,109.2
"Yellowstone, Lava Creek tuff","Lu et al., 2016",0,0,Y3_5,ArF LA-ICPMS,,,,344,7.3,,,,2400,11,16730,,0.096,199,227.9,1.94,28,1.07,8,11.1,0.68,53.7,16,186,65.1,287,52.9,435,84.3
"Yellowstone, Lava Creek tuff","Lu et al., 2016",0,0,Y3_6,ArF LA-ICPMS,,,,143,15.3,,,,2522,2.46,13600,,0.006,67.9,71.7,0.044,6.11,0.499,8.36,14.5,3.26,71.3,19.05,214.9,68.3,281.4,49.6,413,78.7
"Yellowstone, Lava Creek tuff","Lu et al., 2016",0,0,Y3_7,ArF LA-ICPMS,,,,461,14.6,,,,1839,6.75,13620,,0.064,123.6,113.9,8.3,27.2,2.88,15.5,10.1,1.74,38.1,11.69,139.8,48.5,207,38.6,314.1,60.2
"Yellowstone, Lava Creek tuff","Lu et al., 2016",0,0,Y3_8,ArF LA-ICPMS,,0.86,,264,15,,,,3750,4.09,12400,,0.024,117,107.1,1.18,9.5,1.14,15.1,23.3,5.79,104.5,29,314,100,416,74.4,592,116.3
"Yellowstone, Lava Creek tuff","Lu et al., 2016",0,0,Y3_10,ArF LA-ICPMS,,,,322,4.1,,,,1931,20.97,19700,,,183.5,347.9,0.0135,19.13,0.06,1.44,3.86,0.096,27.9,9.95,123.4,47.9,234.6,44.9,378.6,74.5
"Yellowstone, Lava Creek tuff","Lu et al., 2016",0,0,Y3_12,ArF LA-ICPMS,,,,262,4.7,,,,1239,9.12,17330,,,110.9,150.5,0.0065,17.3,0.115,2.11,4.35,0.37,29.6,8.66,105.1,37,169.1,31.91,270.4,54.4
"Yellowstone, Lava Creek tuff","Lu et al., 2016",0,0,Y3_13,ArF LA-ICPMS,,,,216,3.7,,,,880,9.97,18820,,0.029,78,130,0.18,15.8,0.112,1.37,2.56,0.147,16.9,5.47,70.3,26.4,122,23.7,209,41.4
"Yellowstone, Lava Creek tuff","Lu et al., 2016",0,0,Y3_14,ArF LA-ICPMS,,0.96,,295,1.9,,,,2005,20.96,20290,,,204,383,0.0018,19.25,0.066,1.39,3.72,0.086,26.5,9.99,133.4,49.7,235.5,46.2,396,77
"Yellowstone, Lava Creek tuff","Lu et al., 2016",0,0,Y3_15,ArF LA-ICPMS,,,,421,2.4,,,,2561,32.85,20360,,0.007,280.4,529,1.8,26.6,0.61,5.4,6.5,0.093,38,13.21,168.3,63.5,299.8,58.8,499,95.8
"Yellowstone, Lava Creek tuff","Lu et al., 2016",0,0,Y3_16,ArF LA-ICPMS,,,,221,10.7,,,,2980,3.24,15070,,,102,108,0.25,8.29,0.505,8.9,14.8,1.99,77.5,22.6,248,80.6,334,57.6,465,86.5
"Yellowstone, Lava Creek tuff","Lu et al., 2016",0,0,Y3_17,ArF LA-ICPMS,,,,680,10.7,,,,7040,15.3,14010,,0.041,394,299.4,6.4,41,3.3,30.5,40.2,4.41,197.5,55.9,589,192.3,769,132.4,1023,189.6
"Yellowstone, Lava Creek tuff","Lu et al., 2016",0,0,Y3_18,ArF LA-ICPMS,,0.43,,335,8.9,,,,2440,13.37,16390,,,206.8,234.2,0.02,20.59,0.25,3.55,9.1,0.6,47,14.5,177,62.6,281,52,425,82.5
"Yellowstone, Lava Creek tuff","Lu et al., 2016",0,0,Y3_19,ArF LA-ICPMS,,1.8,,207,20.3,,,,2100,2.09,13240,,0.046,54,63,0.38,4.69,0.517,7.4,12.8,3.13,56.6,16.4,177,57.7,242,44.5,365,71.3
"Yellowstone, Lava Creek tuff","Lu et al., 2016",0,0,Y3_20,ArF LA-ICPMS,,,,208,11.5,,,,3360,4.01,14050,,0.014,108.3,107.7,0.54,9.8,0.76,11.7,20.1,3.27,95.5,25.8,290,90,383,66,535,100.3
"Yellowstone, Lava Creek tuff","Lu et al., 2016",0,0,Y3_21,ArF LA-ICPMS,,0.47,,299,7.9,,,,1410,8.54,15710,,0.033,137.9,145.9,1.67,20.75,0.669,5.03,5.95,0.56,32.3,9.81,118.8,41,181.3,34.3,288.7,56.5
"Yellowstone, Lava Creek tuff","Lu et al., 2016",0,0,Y3_22,ArF LA-ICPMS,,,,162,11.7,,,,2108,2.16,13180,,0.011,52.5,56.8,0.063,5.83,0.506,8.67,12.88,3.32,58.6,16.37,175.9,56.5,239,41.4,357,70.3
"Yellowstone, Lava Creek tuff","Lu et al., 2016",0,0,Y3_23,ArF LA-ICPMS,,,,313,5.9,,,,1810,10.62,17820,,,171.7,242.2,0.0055,20.24,0.112,1.79,4.76,0.53,30,10.33,125.5,47.5,212,42.4,359,70.1
"Yellowstone, Lava Creek tuff","Lu et al., 2016",0,0,Y3_24,ArF LA-ICPMS,,0.95,,341,6.9,,,,2740,6.98,17790,,0.159,193,232,0.49,21.02,0.305,4.28,7.71,0.77,48.6,16.52,194,70.1,309,59.6,476,92
"Yellowstone, Lava Creek tuff","Lu et al., 2016",0,0,Y3_26,ArF LA-ICPMS,,0.36,,379,3.8,,,,2558,29.44,20080,,0.022,314.3,494.1,0.3,25.67,0.22,2.74,5.55,0.205,37,13.13,176.6,64.4,305.7,58.7,492.3,93.1
"Yellowstone, Lava Creek tuff","Lu et al., 2016",0,0,Y3_27,ArF LA-ICPMS,,0.3,,362,2.8,,,,2160,18.45,20000,,,211,357,0.75,22.8,0.35,3.2,4.27,0.288,32.8,11.61,148,54.1,258,50.3,419,81.6
"Yellowstone, Lava Creek tuff","Lu et al., 2016",0,0,Y3_28,ArF LA-ICPMS,,,,204,8.1,,,,894,6.06,16850,,0.003,76.2,103.3,0.0031,12.51,0.102,1.68,3.77,0.277,22.2,6.96,84.8,30,137.3,25.2,221,44.6
"Yellowstone, Lava Creek tuff","Lu et al., 2016",0,0,Y3_29,ArF LA-ICPMS,,,,461,8.2,,,,5490,9.87,15510,,,387,328,0.58,21.8,0.923,12,21.2,3.41,125,37.3,426,143,612,108,852,160
"Yellowstone, Lava Creek tuff","Lu et al., 2016",0,0,Y3_30,ArF LA-ICPMS,,,,251,2.5,,,,1374,14.5,18810,,0.014,130.1,217.8,,17.36,0.06,1.5,3.19,0.08,25,8.36,107.7,39.8,184.1,35.26,302,60.2
"Yellowstone, Lava Creek tuff","Lu et al., 2016",0,0,Y3_31,ArF LA-ICPMS,,0.27,,875,7.3,,,,17430,117.7,17990,,0.196,3410,4010,1.3,100.1,1.31,17.6,41.4,0.83,284,101,1264,444,2420,354,2810,492
"Yellowstone, Lava Creek tuff","Lu et al., 2016",0,0,Y3_32,ArF LA-ICPMS,,,,313,3.7,,,,3434,8.81,19720,,0.005,248.2,338,0.095,21.53,0.183,3.59,9.26,0.55,60.1,19.94,246.6,87.2,394,71.5,589,111.7
"Yellowstone, Lava Creek tuff","Lu et al., 2016",0,0,Y3_34,ArF LA-ICPMS,,,,257,8.2,,,,3710,6.14,15600,,0.007,171,161,0.053,15.67,0.657,10.23,19.3,1.62,101.2,27.5,311,100.7,417,72.7,570,106.4
"Yellowstone, Lava Creek tuff","Lu et al., 2016",0,0,Y3_35,ArF LA-ICPMS,,0.32,,782,3.3,,,,8620,115.8,21190,,0.22,2813,4380,14.8,76,5.6,27.2,23.3,0.226,122,44.1,578,212.7,992,187.2,1504,278.7
"Yellowstone, Lava Creek tuff","Lu et al., 2016",0,0,Y3_36,ArF LA-ICPMS,,,,224,28.1,,,,1080,0.56,11290,,0.008,17.8,20.9,0.049,1.76,0.333,5.13,8.19,4.87,40,10.47,113.2,38.1,156,28.7,243,49.6
"Yellowstone, Lava Creek tuff","Lu et al., 2016",0,0,Y3_37,ArF LA-ICPMS,,,,394,4.2,,,,3260,9.1,18090,,0.018,247,301,0.23,21.89,0.4,5.55,11.6,0.61,66.3,19.2,240,83.2,373,72.1,575,107.7
"Yellowstone, Lava Creek tuff","Wotzlaw, J.-F. et al., 2015",0,0,"LCT-B, z1.1 / c",ArF LAICPMS,,0.65,834,218.2,13.1,,,,2280,5.74,7759,1.65,,113,139,0.24,9.57,0.601,9.13,15.8,3.41,72.3,21.9,269,80.6,386,69.4,507,99.3
"Yellowstone, Lava Creek tuff","Wotzlaw, J.-F. et al., 2015",0,0,"LCT-B, z1.2 / r",ArF LAICPMS,,0.65,790,244.4,8.65,,,,947,12.7,9497,3.85,,111,209,0.45,17,0.149,1.62,2.52,0.136,17.3,5.96,80.9,28,136,31.1,246,46.2
"Yellowstone, Lava Creek tuff","Wotzlaw, J.-F. et al., 2015",0,0,"LCT-B, z2.1 / c",ArF LAICPMS,,0.65,930,375.3,29,,,,1830,4.56,9582,1.31,,81.3,103,1.45,10.1,0.684,6.58,11.2,4.07,66,17.4,221,76.5,305,54.6,433,85.4
"Yellowstone, Lava Creek tuff","Wotzlaw, J.-F. et al., 2015",0,0,"LCT-B, z3.1 / c",ArF LAICPMS,,0.65,833,222.6,12.9,,,,2270,4.53,8734,1.26,,91.5,105,0.07,9.6,0.586,9.34,16.5,3.54,77.7,21.8,253,87.6,339,60.2,490,99.2
"Yellowstone, Lava Creek tuff","Wotzlaw, J.-F. et al., 2015",0,0,"LCT-B, z3.2 / r",ArF LAICPMS,,0.65,771,292.4,7.12,,,,1090,11,9243,3.06,,134,186,0.03,19.6,0.135,2.74,5.47,0.433,29.8,8.47,111,39.2,181,33.3,288,58.1
"Yellowstone, Lava Creek tuff","Wotzlaw, J.-F. et al., 2015",0,0,"LCT-B, z4.1 / c",ArF LAICPMS,,0.65,871,248.8,18,,,,2230,3.85,8353,0.913,,83.9,94.2,0.08,7.72,0.585,10.4,13.8,4.69,71.4,19.5,252,86.5,312,58.9,449,97.3
"Yellowstone, Lava Creek tuff","Wotzlaw, J.-F. et al., 2015",0,0,"LCT-B, z4.2 / r",ArF LAICPMS,,0.65,751,248.8,5.82,,,,2010,7.6,10769,3,,170,281,0.02,16.5,0.356,5.88,12.3,1.16,61.2,17.6,229,70.7,344,64.3,514,81.1
"Yellowstone, Lava Creek tuff","Wotzlaw, J.-F. et al., 2015",0,0,"LCT-B, z5.1 / c",ArF LAICPMS,,0.65,806,135.3,10.1,,,,1040,3.91,8819,1.29,,41.8,62.3,0.01,7.3,0.169,3.37,5.77,1,30.1,8.87,114,36.9,176,32.2,257,46
"Yellowstone, Lava Creek tuff","Wotzlaw, J.-F. et al., 2015",0,0,"LCT-B, z5.2 / r",ArF LAICPMS,,0.65,820,292.4,11.5,,,,1470,16.4,10685,4.48,,212,245,0.02,21.7,0.217,3.21,6,0.838,37,10.9,145,52.2,260,44.7,382,70.2
"Yellowstone, Lava Creek tuff","Wotzlaw, J.-F. et al., 2015",0,0,"LCT-B, z6.2 / c",ArF LAICPMS,,0.65,806,235.7,10.1,,,,2740,6.54,9073,2.09,,141,166,0.07,13.9,0.574,10.3,17.9,2.98,90.7,25.4,313,99.5,399,72.4,601,106
"Yellowstone, Lava Creek tuff","Wotzlaw, J.-F. et al., 2015",0,0,"LCT-B, z7.1 / c",ArF LAICPMS,,0.65,721,288,4.18,,,,2710,12.6,12041,4.61,,318,536,0.03,22.5,0.189,3.25,9.97,0.338,60.5,21.2,275,95.1,465,90.4,730,130
"Yellowstone, Lava Creek tuff","Wotzlaw, J.-F. et al., 2015",0,0,"LCT-B, z7.2 / r",ArF LAICPMS,,0.65,735,253.1,4.9,,,,1100,15.8,11448,4.69,,129,242,0.02,18.5,0.0945,1.76,4.02,0.23,24.2,7.85,108,39.7,189,38.9,319,60.1
"Yellowstone, Lava Creek tuff","Wotzlaw, J.-F. et al., 2015",0,0,"LCT-B, z8.1 / c",ArF LAICPMS,,0.65,855,196.4,15.7,,,,2660,5.57,7717,1.48,,99.1,122,0.06,7.06,0.588,10.5,17.7,4.1,91.4,24.4,297,95.6,395,73.8,599,107
"Yellowstone, Lava Creek tuff","Wotzlaw, J.-F. et al., 2015",0,0,"LCT-B, z8.2 / r",ArF LAICPMS,,0.65,783,226.9,8.09,,,,1020,9.69,8734,3.02,,140,155,0.05,14.9,0.164,2.23,4.04,0.568,23.9,6.87,89.3,36.1,146,31.4,274,47.5
"Yellowstone, Lava Creek tuff","Wotzlaw, J.-F. et al., 2015",0,0,"LCT-B, z9.1 / c",ArF LAICPMS,,0.65,848,305.5,14.8,,,,4540,14.7,9158,3.16,,236,217,0.1,20.8,0.934,18.2,32.3,5.42,160,44.4,504,169,627,118,906,157
"Yellowstone, Lava Creek tuff","Wotzlaw, J.-F. et al., 2015",0,0,"LCT-B, z9.2 / r",ArF LAICPMS,,0.65,830,261.9,12.6,,,,1050,7.4,8403,2.42,,91,114,0.01,11.6,0.158,2.82,6.07,0.849,32.4,9,109,37.9,173,32.5,279,52.1
"Yellowstone, Lava Creek tuff","Wotzlaw, J.-F. et al., 2015",0,0,"LCT-B, z10.1 / c",ArF LAICPMS,,0.65,741,331.7,5.25,,,,2860,10,10854,3.77,,308,425,0.03,22.3,0.215,4.58,9.83,0.56,62.4,19.5,243,90.9,387,77.2,582,114
"Yellowstone, Lava Creek tuff","Wotzlaw, J.-F. et al., 2015",0,0,"LCT-B, z10.2 / r",ArF LAICPMS,,0.65,797,279.3,9.28,,,,1140,10.9,8819,3.25,,126,155,0.03,19.1,0.2,2.79,5.84,0.461,29.5,8.95,108,42.1,173,33.5,287,57.9
"Yellowstone, Lava Creek tuff","Wotzlaw, J.-F. et al., 2015",0,0,"LCT-B, z11.2 / r",ArF LAICPMS,,0.65,742,292.4,5.29,,,,1140,18.3,10515,5.19,,147,279,0.01,18.1,0.0625,1.05,3.12,0.184,22.4,7.67,101,39.6,183,39.1,326,65.7
"Yellowstone, Mesa Falls tuff","Lu et al., 2016",0,0,Y2_1,ArF LA-ICPMS,,,,324,5.9,,,,3280,5.38,15860,,0.013,166,187,3.2,21.1,1.5,14.4,14.2,1.73,73,21.9,250,85.1,365,65.2,519,99.1
"Yellowstone, Mesa Falls tuff","Lu et al., 2016",0,0,Y2_3,ArF LA-ICPMS,,0.61,,224,5,,,,1730,4.01,15820,,,76,100,1.2,11.1,0.58,4,7.3,1.07,38.9,11.7,142,49,211,39.1,326,62.5
"Yellowstone, Mesa Falls tuff","Lu et al., 2016",0,0,Y2_5,ArF LA-ICPMS,,1.02,,335,9.5,,,,2320,8.55,14540,,0.035,202,197,2.26,17.8,1.06,8.3,9.7,1.29,50.2,14.9,173,61.8,257,50.2,412,78.8
"Yellowstone, Mesa Falls tuff","Lu et al., 2016",0,0,Y2_7,ArF LA-ICPMS,,1.64,,368,7.8,,,,1250,7.74,16910,,0.152,132.4,186.1,3.8,22.9,1.19,7.5,5.05,0.331,25.1,8.32,97.4,35,169.2,32.8,285,57.2
"Yellowstone, Mesa Falls tuff","Lu et al., 2016",0,0,Y2_8,ArF LA-ICPMS,,,,293,9.2,,,,3890,6.17,14550,,0.045,194,213,0.052,11.25,0.565,9.1,17.2,2.62,89.5,27.2,315,102.9,444,75.2,618,119
"Yellowstone, Mesa Falls tuff","Lu et al., 2016",0,0,Y2_11,ArF LA-ICPMS,,,,309,5.7,,,,1220,5.73,17060,,0.05,108.7,150.7,,15.5,0.084,1.8,3.74,0.38,24.1,8.06,95.8,34,164,32,281,55.6
"Yellowstone, Mesa Falls tuff","Lu et al., 2016",0,0,Y2_12,ArF LA-ICPMS,,,,124,33.9,,,,801,8.6,14320,,1.68,47.5,81.4,4.6,17.2,0.97,4.4,3.92,0.47,19.5,6.68,77.4,28.2,127.3,22.98,196.7,37.6
"Yellowstone, Mesa Falls tuff","Lu et al., 2016",0,0,Y2_13,ArF LA-ICPMS,,1.27,,467,3.3,,,,3580,10.5,20460,,0.058,398,543,0.104,27.91,0.21,3.51,9.2,0.294,57.4,19.7,246,90.2,415,80.7,685,126.9
"Yellowstone, Mesa Falls tuff","Lu et al., 2016",0,0,Y2_17,ArF LA-ICPMS,,1.06,,249,7.4,,,,2710,4.76,14050,,0.027,116,126,0.033,7.1,0.348,6.9,12.5,2.62,66,20,226,76,324,57.5,468,89
"Yellowstone, Mesa Falls tuff","Lu et al., 2016",0,0,Y2_19,ArF LA-ICPMS,,,,450,7.5,,,,7330,18,14740,,0.026,382,410.2,0.087,18.18,0.742,12.45,20.6,3.86,147,45.2,554,188.6,797,138.6,1102,200.8
"Yellowstone, Mesa Falls tuff","Lu et al., 2016",0,0,Y2_20,ArF LA-ICPMS,,,,226,8.2,,,,2230,7.1,18080,,0.035,142,189,0.487,15.53,0.259,3.37,7.5,1.08,42.9,14.1,169,58.4,260,48.3,395,77.8
"Yellowstone, Mesa Falls tuff","Lu et al., 2016",0,0,Y2_21,ArF LA-ICPMS,,0.76,,553,6,,,,4160,11.1,14970,,0.106,1440,1010,5.8,55.8,2.39,17.7,16.8,0.93,85.6,25.9,303,104.8,472,89.3,753,148
"Yellowstone, Mesa Falls tuff","Lu et al., 2016",0,0,Y2_24,ArF LA-ICPMS,,,,330,3.1,,,,2161,21.28,18160,,0.063,293,354,0.0081,26.5,0.122,2.27,4.81,0.349,37.3,12.03,150.4,54.4,246.9,47.3,394,76.6
"Yellowstone, Mesa Falls tuff","Lu et al., 2016",0,0,Y2_25,ArF LA-ICPMS,,,,184,6.7,,,,1530,3.9,15860,,,63.9,87.5,0.77,9.8,0.4,3.79,6.3,0.91,34.4,11.1,126,44.3,194,35.8,288,56.3
"Yellowstone, Mesa Falls tuff","Lu et al., 2016",0,0,Y2_26,ArF LA-ICPMS,,,,239,5.5,,,,1322,12.39,18140,,0.024,145.7,221.2,,18.34,0.066,1.81,4.05,0.3,24.6,8.27,103.5,38.2,176.8,34.3,292.5,58.1
"Yellowstone, Mesa Falls tuff","Wotzlaw, J.-F. et al., 2015",0,0,"MFT-1, z1.1 / c",ArF LAICPMS,,1.3,908,244.4,24.5,,,,2170,3.2,7708,0.93,,64.9,80.6,0.08,5.37,0.704,9.73,17.4,4.94,71.3,20.2,238,75.5,305,60.3,505,92.5
"Yellowstone, Mesa Falls tuff","Wotzlaw, J.-F. et al., 2015",0,0,"MFT-1, z1.2 / r",ArF LAICPMS,,1.3,748,231.3,5.64,,,,876,10.7,9413,3.48,,127,193,,14.9,0.0654,1.22,3.37,0.26,19.9,6.4,83.3,32.6,147,29.7,239,48
"Yellowstone, Mesa Falls tuff","Wotzlaw, J.-F. et al., 2015",0,0,"MFT-1, z2.1 / c",ArF LAICPMS,,1.3,797,248.8,9.26,,,,1810,7.17,8293,2.09,,201,212,0.74,17.2,0.438,5.52,9.21,1.2,48.6,14.4,170,72.2,289,50.9,424,78.3
"Yellowstone, Mesa Falls tuff","Wotzlaw, J.-F. et al., 2015",0,0,"MFT-1, z2.2 / r",ArF LAICPMS,,1.3,763,362.2,6.57,,,,1020,12.3,10515,3.64,,134,199,3,23.5,0.906,4.61,4.25,0.415,23.6,6.95,92.6,36.5,167,32.2,296,51.2
"Yellowstone, Mesa Falls tuff","Wotzlaw, J.-F. et al., 2015",0,0,"MFT-1, z3.1 / r",ArF LAICPMS,,1.3,753,226.9,5.93,,,,919,12.3,10515,3.96,,133,258,,15.8,0.0633,1.29,3.04,0.221,19.2,6.81,90,34.7,152,31.1,263,52.2
"Yellowstone, Mesa Falls tuff","Wotzlaw, J.-F. et al., 2015",0,0,"MFT-1, z4.1 / c",ArF LAICPMS,,1.3,889,218.2,20.9,,,,2250,4.86,7920,1.09,,97.7,103,0.09,5.64,0.74,10.9,18,5.48,86.2,24.3,276,91.7,353,67.1,596,110
"Yellowstone, Mesa Falls tuff","Wotzlaw, J.-F. et al., 2015",0,0,"MFT-1, z4.2 / r",ArF LAICPMS,,1.3,819,213.8,11.4,,,,838,7.75,9158,2.6,,87.7,139,0.02,10.6,0.0757,1.41,3.16,0.589,19.5,7.17,87.7,28.5,134,27.2,242,48.1
"Yellowstone, Mesa Falls tuff","Wotzlaw, J.-F. et al., 2015",0,0,"MFT-1, z5.1 / c",ArF LAICPMS,,1.3,883,200.8,20,,,,2520,4.28,9243,1.3,,105,109,0.27,8.52,1.03,14.2,24.4,4.91,99.5,29.5,309,93.7,400,79.2,588,110
"Yellowstone, Mesa Falls tuff","Wotzlaw, J.-F. et al., 2015",0,0,"MFT-1, z6.1 / c",ArF LAICPMS,,1.3,832,187.7,12.8,,,,2170,5.81,7912,1.67,,104,140,0.05,8.82,0.404,6.66,12.8,2.86,68.5,19.6,237,77.4,311,63.3,530,91.1
"Yellowstone, Mesa Falls tuff","Wotzlaw, J.-F. et al., 2015",0,0,"MFT-1, z7.2 / r",ArF LAICPMS,,1.3,791,296.8,8.73,,,,1010,13.5,11024,3.78,,141,218,0.93,19.6,0.362,2.96,4.02,0.405,24.5,7.67,97.1,37.7,172,33.9,313,57.7
"Yellowstone, Mesa Falls tuff","Wotzlaw, J.-F. et al., 2015",0,0,"MFT-1, z8.1 / c",ArF LAICPMS,,1.3,850,226.9,15.1,,,,3460,7.09,8166,2.09,,176,218,0.09,10.5,0.69,12.5,21.7,4.7,109,32.7,390,131,505,97.2,747,145
"Yellowstone, Mesa Falls tuff","Wotzlaw, J.-F. et al., 2015",0,0,"MFT-1, z8.2 / r",ArF LAICPMS,,1.3,988,226.9,44.2,,,,1400,8.82,7776,3.53,,139,162,0.17,10.5,0.243,4.23,7.36,1.22,37.9,10.6,141,51.3,201,41.3,370,67.6
"Yellowstone, Mesa Falls tuff","Wotzlaw, J.-F. et al., 2015",0,0,"MFT-1, z10.1 / c",ArF LAICPMS,,1.3,850,467,15.1,,,,4970,18.2,8387,3.34,,486,439,0.47,26.1,1.05,18.1,33,5.38,169,48.9,569,183,769,140,1200,204
"Yellowstone, Mesa Falls tuff","Wotzlaw, J.-F. et al., 2015",0,0,"MFT-1, z10.2 / r",ArF LAICPMS,,1.3,746,453.9,5.54,,,,1000,11.8,8904,3.35,,135,215,3.43,24.9,1.25,7.71,10.7,0.562,20.3,7.38,89.8,32.4,152,30,304,51.8
"Yellowstone, Mesa Falls tuff","Wotzlaw, J.-F. et al., 2015",0,0,"MFT-1, z11.1 / c",ArF LAICPMS,,1.3,736,283.7,4.98,,,,1740,6.08,8115,2,,144,200,0.45,15.3,0.364,5.8,8.82,0.804,43.2,14.3,176,62.8,265,51.8,450,78
"Yellowstone, Mesa Falls tuff","Wotzlaw, J.-F. et al., 2015",0,0,"MFT-1, z11.2 / r",ArF LAICPMS,,1.3,807,323,10.2,,,,1220,14.2,11024,4.3,,169,256,0.66,21.9,0.278,3.76,4.75,0.473,26,10.2,117,47.3,201,39.1,357,65.4
"Yellowstone, Mesa Falls tuff","Wotzlaw, J.-F. et al., 2015",0,0,"MFT-1, z12.1 / c",ArF LAICPMS,,1.3,845,270.6,14.4,,,,2620,6.05,7666,1.76,,160,171,0.08,9.56,0.663,10.2,17.9,3.29,85.6,24.4,260,95.3,394,70.6,617,113
"Yellowstone, Mesa Falls tuff","Wotzlaw, J.-F. et al., 2015",0,0,"MFT-1, z12.2 / r",ArF LAICPMS,,1.3,778,231.3,7.67,,,,1160,8.75,9413,2.8,,94,138,0.06,13.3,0.12,2.12,4.68,0.601,27.4,8.94,108,41.8,184,35.7,310,55.6
"Yulong deposit, Tibet, China","Li et al., 2012",1.95,0.25,YL-E22 monzogranite porphyry,LA-ICP-MS,1,40.4,674.5720747,,2.21,,,,539,1.82,11017,,,499,1562,0.1,26.8,0.07,0.93,1.87,0.98,9.15,3.19,37.5,15,75,18.5,215,45.7
"Yulong deposit, Tibet, China","Li et al., 2012",1.95,0.25,YL-E22 monzogranite porphyry,LA-ICP-MS,2,42,653.7266072,,1.7,,,,633,2.3,10725,,,586,1351,0.09,45.8,0.09,0.87,2.26,1.38,14.7,4.03,47.6,18.2,86.5,20.7,235,50.2
"Yulong deposit, Tibet, China","Li et al., 2012",1.95,0.25,YL-E22 monzogranite porphyry,LA-ICP-MS,3,41,784.7781028,,7.45,,,,2589,2.31,8135,,,614,352,0.11,121,1.34,22.9,33.7,15.2,116,31,283,87.4,340,63.6,554,99.5
"Yulong deposit, Tibet, China","Li et al., 2012",1.95,0.25,YL-E22 monzogranite porphyry,LA-ICP-MS,4,39.9,696.8787658,,2.89,,,,919,3.11,11326,,,581,1548,0.07,41.3,0.08,1,2.57,1.2,13.9,5.15,61.9,25.8,131,31.4,352,79.7
"Yulong deposit, Tibet, China","Li et al., 2012",1.95,0.25,YL-E22 monzogranite porphyry,LA-ICP-MS,5,41,742.0719647,,4.8,,,,895,3.15,8893,,,555,670,0.05,71.3,0.17,3.26,5.91,2.58,26,8.01,83.5,28.2,121,24.6,236,45.8
"Yulong deposit, Tibet, China","Li et al., 2012",1.95,0.25,YL-E22 monzogranite porphyry,LA-ICP-MS,6,41.3,691.1252528,,2.7,,,,766,2.67,10531,,,440,1401,0.61,36.7,0.19,1.2,2.28,0.96,11.4,4.37,51.2,22,110,26.9,307,65.5
"Yulong deposit, Tibet, China","Li et al., 2012",1.95,0.25,YL-E22 monzogranite porphyry,LA-ICP-MS,7,40,687.3168473,,2.58,,,,667,2.52,10607,,,783,1776,0.87,41.8,0.23,1.63,2.54,1.37,12.3,4.39,48.6,19.2,93,23,257,54.2
"Yulong deposit, Tibet, China","Li et al., 2012",1.95,0.25,YL-E22 monzogranite porphyry,LA-ICP-MS,8,40,758.3497784,,5.7,,,,811,2.93,10629,,,613,1251,0.14,55.9,0.15,2.36,4.16,1.95,18.3,5.82,66.2,25.1,114,26.4,294,54.1
"Yulong deposit, Tibet, China","Li et al., 2012",1.95,0.25,YL-E22 monzogranite porphyry,LA-ICP-MS,9,40.4,729.1224224,,4.17,,,,745,2.3,9521,,,491,1040,0.79,51.7,0.31,2.25,2.82,1.54,14.6,4.8,55.3,21.7,104,23.6,249,55.4
