Locality,References,log fO2 (dFMQ),log fO2 (dFMQ)_1std,Analysis,Method,Remarks 1,U-Pb Age,Ti-in-zirc Temp C,P,Ti,Fe,Sr,Sc,Y,Nb,Hf,Ta,Pb,Th,U,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu
"Torfajokull silicic stratovolcano,  SE Iceland","Carley, T.L., 2010",0.3,0.2,3A03TE-11.1E,SHRIMP-RG,,0,,,18.6,,,,1099,16.2,7899,,,126.5,162,0.04,32.73,,2.61,5.5,1.46,51.1,18.6,212.2,83.8,385.8,76.8,614.8,106.1
"Torfajokull silicic stratovolcano,  SE Iceland","Carley, T.L., 2010",0.3,0.2,3A03TE-12.1I,SHRIMP-RG,,0,,,19.6,,,,979,22.1,8997,,,97,131.3,0.02,25.79,,1.95,3.5,0.94,32,11.9,133,53.4,232.1,47.3,374.3,65.7
"Torfajokull silicic stratovolcano,  SE Iceland","Carley, T.L., 2010",0.3,0.2,3A03TE-13.1E,SHRIMP-RG,,0,,,21.1,,,,1307,24.5,8546,,,143.6,182.9,0.04,28.94,,2.03,4.3,1.1,37.2,13.5,142.1,54.8,226.9,43.6,342.4,57.6
"Torfajokull silicic stratovolcano,  SE Iceland","Carley, T.L., 2010",0.3,0.2,3A03TE-14.1E,SHRIMP-RG,,0,,,22.5,,,,1413,28.7,8574,,,274.7,248.6,0.03,28.35,,2.33,4.6,1.05,37.9,14.4,153.1,56.2,247.3,49.1,371.2,61.2
"Torfajokull silicic stratovolcano,  SE Iceland","Carley, T.L., 2010",0.3,0.2,3A03TE-15.1E,SHRIMP-RG,,0,,,21.2,,,,1343,26.1,8413,,,202.3,193.2,0.08,40.72,,3.24,6.1,1.48,56.6,20.3,235.2,96.4,425.8,86.1,660.9,113.3
"Torfajokull silicic stratovolcano,  SE Iceland","Carley, T.L., 2010",0.3,0.2,3A03TE-16.1C,SHRIMP-RG,,0,,,18.7,,,,3240,28.1,8560,,,202.5,220.8,0.1,49.24,,4.58,9.8,2.12,84,28.4,298.2,108.1,444.6,85.1,615,101.5
"Torfajokull silicic stratovolcano,  SE Iceland","Carley, T.L., 2010",0.3,0.2,3A03TE-17.1C,SHRIMP-RG,,0,,,19.4,,,,1195,25,8794,,,150.3,156.2,0.07,36.22,,3.18,6.2,1.54,53.8,18,202.7,80.9,356.4,71.3,571.9,96.8
"Torfajokull silicic stratovolcano,  SE Iceland","Carley, T.L., 2010",0.3,0.2,3A03TE-18.1I,SHRIMP-RG,,0,,,17,,,,2869,23.3,8517,,,175.6,207.2,0.04,32.58,,2.6,4.9,1.2,43.1,14.9,164.9,62.9,269.1,53.1,415.8,69.9
West Yellowstone rhyolite lava flow,"Stelten et al, 2013",0.11,0.1,YCV09_r11g1s1,Cameca ims 1270 ion probe,,0.15,,,6.4,104,,,3269,,11070,,,232,433,0.09,28.6,0.48,6.3,11.1,0.46,63,25,295,114,484,96,791,157
West Yellowstone rhyolite lava flow,"Stelten et al, 2013",0.11,0.1,YCV09_r8g8s1,Cameca ims 1270 ion probe,Apat contam; high La,0.15,,,7.7,126,,,3346,,10890,,,378,565,2.76,37.5,1.35,11.5,15.7,0.58,74,27,305,117,486,96,776,153
West Yellowstone rhyolite lava flow,"Stelten et al, 2013",0.11,0.1,YCV09_r8g6s1,Cameca ims 1270 ion probe,,0.15,,,6.9,117,,,1749,,11052,,,228,397,0.04,27.6,0.22,2.6,5.2,0.28,33,13,152,61,260,53,447,90
West Yellowstone rhyolite lava flow,"Stelten et al, 2013",0.11,0.1,YCV09_r8g4s1,Cameca ims 1270 ion probe,,0.15,,,6,106,,,1656,,11033,,,151,320,0.21,26.4,0.24,2.9,5.1,0.22,30,12,139,57,245,51,425,86
West Yellowstone rhyolite lava flow,"Stelten et al, 2013",0.11,0.1,YCV09BG_r3g10s2c,Cameca ims 1270 ion probe,,0.15,,,6.3,103,,,3566,,12096,,,133,251,0.37,61.3,0.42,4.5,9.3,0.45,56,24,296,120,528,111,919,183
West Yellowstone rhyolite lava flow,"Stelten et al, 2013",0.11,0.1,YCV09BG_r3g10s3r,Cameca ims 1270 ion probe,,0.15,,,6,118,,,1451,,11006,,,405,579,0.03,23.8,0.12,1.6,3.7,0.17,25,10,123,48,213,45,379,78
West Yellowstone rhyolite lava flow,"Stelten et al, 2013",0.11,0.1,YCV09BG_r3g8s1,Cameca ims 1270 ion probe,,0.15,,,7.5,107,,,1774,,11110,,,524,720,0.03,31.2,0.14,2.2,5.1,0.26,31,12,149,59,260,55,461,95
West Yellowstone rhyolite lava flow,"Stelten et al, 2013",0.11,0.1,YCV09BG_r3g7s1r,Cameca ims 1270 ion probe,,0.15,,,6.8,119,,,2431,,11007,,,211,297,0.05,37.7,0.29,4.7,9.4,0.54,49,18,215,83,353,73,590,120
West Yellowstone rhyolite lava flow,"Stelten et al, 2013",0.11,0.1,YCV09BG_r3g6s2r,Cameca ims 1270 ion probe,Apat contam; high La,0.15,,,6,107,,,1357,,10787,,,323,490,10.6,47.6,3.44,18.6,7.7,0.31,30,10,118,46,199,41,344,72
West Yellowstone rhyolite lava flow,"Stelten et al, 2013",0.11,0.1,YCV09BG_r3g5s1c,Cameca ims 1270 ion probe,,0.15,,,5.9,107,,,1723,,11198,,,298,455,0.02,27.1,0.17,2.5,5.3,0.26,31,12,147,59,254,53,447,91
West Yellowstone rhyolite lava flow,"Stelten et al, 2013",0.11,0.1,YCV09BG_r3g4s1c,Cameca ims 1270 ion probe,,0.15,,,5.8,112,,,2330,,11778,,,226,354,0.08,30.4,0.17,2.5,5.8,0.49,37,15,188,78,346,74,632,130
West Yellowstone rhyolite lava flow,"Stelten et al, 2013",0.11,0.1,YCV09BG_r3g4s2r,Cameca ims 1270 ion probe,,0.15,,,4.8,111,,,2289,,11293,,,306,455,0.23,26.8,0.23,3.3,7.1,0.42,45,17,200,78,329,68,551,111
West Yellowstone rhyolite lava flow,"Stelten et al, 2013",0.11,0.1,YCV09BG_r3g3s1r,Cameca ims 1270 ion probe,,0.15,,,7,116,,,817,,9992,,,80,153,0.01,13.2,0.06,1,2.1,0.19,15,6,69,28,121,25,211,44
West Yellowstone rhyolite lava flow,"Stelten et al, 2013",0.11,0.1,YCV09BG_r3g10s1@s3,Cameca ims 1270 ion probe,,0.15,,356,6.1,3,,,1249,,11363,,,405,579,0.04,27.3,0.06,0.9,3.1,0.21,17,8,96,40,176,38,328,68
West Yellowstone rhyolite lava flow,"Stelten et al, 2013",0.11,0.1,YCV09BG_r3g8s1@s1,Cameca ims 1270 ion probe,,0.15,,430,7.3,290,,,1831,,11956,,,524,720,1.35,35.4,0.57,4.3,5.4,0.3,30,12,150,61,266,56,470,97
West Yellowstone rhyolite lava flow,"Stelten et al, 2013",0.11,0.1,YCV09BG_r3g6s1@s1a,Cameca ims 1270 ion probe,,0.15,,290,8.8,95,,,2344,,11448,,,323,490,0.59,26.3,0.28,3.7,7.9,0.43,46,18,203,80,332,67,537,108
West Yellowstone rhyolite lava flow,"Stelten et al, 2013",0.11,0.1,YCV09BG_r3g5s1@s1c,Cameca ims 1270 ion probe,,0.15,,349,5.4,43,,,1690,,11702,,,298,455,0.04,26.8,0.11,2.1,5.1,0.23,29,12,143,58,247,52,434,88
Yellowstone Pitchstone Plateau rhyolite flow,"Stelten et al, 2013",0.79,0.1,YCV12_r7g2s1,Cameca ims 1270 ion probe,,0.09,,,7.7,121,,,3474,,10200,,,388,623,1.4,42.3,0.79,8.2,11.9,0.42,68,26,308,121,500,99,787,154
Yellowstone Pitchstone Plateau rhyolite flow,"Stelten et al, 2013",0.79,0.1,YCV12_r7g3s1,Cameca ims 1270 ion probe,,0.09,,,6.5,132,,,2038,,10690,,,166,322,0.37,24,0.3,4.2,6.9,0.32,41,15,180,71,299,61,502,98
Yellowstone Pitchstone Plateau rhyolite flow,"Stelten et al, 2013",0.79,0.1,YCV12_r7g1s1,Cameca ims 1270 ion probe,,0.09,,,26.1,352,,,2223,,10339,,,273,446,0.42,29.9,0.4,4.7,8.6,0.34,46,17,198,77,322,65,530,105
Yellowstone Pitchstone Plateau rhyolite flow,"Stelten et al, 2013",0.79,0.1,YCV12_r6g1s1,Cameca ims 1270 ion probe,,0.09,,,8.4,108,,,2721,,9751,,,615,711,0.76,30.9,0.66,7.6,11.6,0.84,63,23,257,95,387,76,603,117
Yellowstone Pitchstone Plateau rhyolite flow,"Stelten et al, 2013",0.79,0.1,YCV12_r6g2s2,Cameca ims 1270 ion probe,,0.09,,,5.1,118,,,3010,,10567,,,615,711,0.12,28,0.4,6.4,11.3,0.42,61,23,268,105,427,86,686,134
Yellowstone Pitchstone Plateau rhyolite flow,"Stelten et al, 2013",0.79,0.1,YCV12_r6g6s1,Cameca ims 1270 ion probe,,0.09,,,6.8,106,,,2787,,11010,,,237,495,1.65,39.2,0.83,7.2,9.5,0.34,54,21,251,98,410,82,661,130
Yellowstone Pitchstone Plateau rhyolite flow,"Stelten et al, 2013",0.79,0.1,YCV12_r6g7s1,Cameca ims 1270 ion probe,,0.09,,,5.4,115,,,2532,,10507,,,533,963,0.19,31.2,0.32,4.4,9.1,0.27,49,19,222,87,362,73,585,116
Yellowstone Pitchstone Plateau rhyolite flow,"Stelten et al, 2013",0.79,0.1,YCV12_r6g9s1,Cameca ims 1270 ion probe,,0.09,,,4.6,106,,,2884,,10808,,,524,1033,0.55,25.5,0.42,6,10.4,0.41,60,23,262,101,416,82,651,128
Yellowstone Pitchstone Plateau rhyolite flow,"Stelten et al, 2013",0.79,0.1,YCV12_r7g10s1,Cameca ims 1270 ion probe,,0.09,,,5.2,104,,,3126,,10556,,,367,627,5.35,46.7,2.08,15.1,12.7,0.48,65,24,277,107,445,88,714,140
Yellowstone Pitchstone Plateau rhyolite flow,"Stelten et al, 2013",0.79,0.1,YCV12_r4g4s1,Cameca ims 1270 ion probe,,0.09,,,8.6,133,,,3337,,10534,,,170,324,1.45,39,0.77,7.4,12.8,0.43,71,27,308,116,478,94,751,149
Yellowstone Pitchstone Plateau rhyolite flow,"Stelten et al, 2013",0.79,0.1,YCV12_r5g9s1,Cameca ims 1270 ion probe,,0.09,,,4.7,106,,,1326,,10762,,,135,257,0.04,21.7,0.1,1.7,4,0.14,24,10,115,46,195,40,340,69
Yellowstone Pitchstone Plateau rhyolite flow,"Stelten et al, 2013",0.79,0.1,YCV12_r5g9s2,Cameca ims 1270 ion probe,,0.09,,,8.3,88,,,2933,,11354,,,214,375,0.08,26.8,0.41,6.8,12.8,0.56,67,25,277,105,433,86,713,138
Yellowstone Pitchstone Plateau rhyolite flow,"Stelten et al, 2013",0.79,0.1,YCV12_r5g9s3,Cameca ims 1270 ion probe,,0.09,,,4.8,107,,,3003,,10842,,,214,375,0.05,24.7,0.31,5.7,11.3,0.47,66,25,277,104,429,84,660,131
Yellowstone Scaup Lake Flow,"Stelten et al, 2013",0.17,0.1,YCV08_g2s1@s1,Cameca ims 1270 ion probe,,0.28,,425.91,9.5,20,,,1372,,12041,,,1033,1859,2.76,33.1,0.87,5,3.8,0.37,19,9,107,45,200,44,375,78
Yellowstone Scaup Lake Flow,"Stelten et al, 2013",0.17,0.1,YCV08_g4s1@s1,Cameca ims 1270 ion probe,,0.28,,379.47,18,873,,,1523,,10854,,,136,355,4.61,30.3,1.53,9.5,6.4,0.98,30,11,128,51,212,44,373,75
Yellowstone Scaup Lake Flow,"Stelten et al, 2013",0.17,0.1,YCV08_g5s1@s1b,Cameca ims 1270 ion probe,,0.28,,236.41,8.3,31,,,839,,11617,,,70,163,0.51,15.7,0.16,1.2,2.1,0.22,13,6,68,28,125,27,229,49
Yellowstone Scaup Lake Flow,"Stelten et al, 2013",0.17,0.1,YCV08_g12s1@s1,Cameca ims 1270 ion probe,,0.28,,322.86,7.2,18180,,,1428,,11617,,,97,217,0.1,22.5,0.14,2.7,5,0.51,26,10,120,48,205,43,359,74
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-A, z1.2 / r",ArF LAICPMS,,2.1,780,200.8,7.83,,,,973,9.41,11109,2.84,,101,177,0.01,15.1,0.0821,1.8,3.85,0.398,23.2,7.83,96.6,34.7,154,31.4,270,51.8
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-A, z2.1 / c",ArF LAICPMS,,2.1,878,266.2,19.2,,,,2170,6.29,9073,1.96,,124,163,0.72,12,0.528,6.82,12.8,3.01,66.5,19.7,246,79.4,339,62.7,518,96.5
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-A, z2.2 / r",ArF LAICPMS,,2.1,774,244.4,7.36,,,,1070,11.2,11024,3.44,,121,226,0.01,17.1,0.0905,1.92,4.64,0.396,25.9,8.72,111,37.4,170,33.4,298,57.7
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-A, z3.1 / c",ArF LAICPMS,,2.1,871,218.2,18,,,,1490,1.85,6487,0.554,,72,125,0.12,3.5,0.466,5.86,10.6,3.86,46.3,14.1,162,50.2,216,38.5,337,64.6
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-A, z3.2 / r",ArF LAICPMS,,2.1,,165.8,46.8,,,,507,2.97,7377,0.754,,33.7,94,0.03,3.99,0.0472,0.843,1.99,0.795,12.8,4.38,53.6,18.4,79.3,15.7,144,28.1
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-A, z4.1 / c",ArF LAICPMS,,2.1,752,261.9,5.86,,,,1890,6.36,10091,2.2,,147,221,0.53,15.1,0.336,4.75,8.2,1.29,51.9,15.9,197,69.4,300,56.4,469,87.9
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-A, z4.2 / r",ArF LAICPMS,,2.1,751,261.9,5.82,,,,2500,10,12211,3.6,,234,407,0.06,19.2,0.203,4.16,10,0.711,56.3,18.5,243,85.4,372,75.6,601,111
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-A, z5.1 / c",ArF LAICPMS,,2.1,837,968.9,13.4,,,,8300,48.4,10939,11.7,,1930,2410,0.16,118,1.13,22.7,44,3.1,248,75.4,984,300,1150,212,1870,342
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-A, z5.2 / r",ArF LAICPMS,,2.1,,165.8,83.6,,,,806,6.04,9667,2,,83.9,248,0.05,11.9,0.061,1.05,3.13,0.505,19,6.13,81.5,28.8,124,23.6,220,40.9
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-A, z6.1 / c",ArF LAICPMS,,2.1,856,266.2,15.8,,,,3130,7.13,9752,2.17,,170,227,1.14,13.2,0.894,10.8,18.6,4.04,104,30.5,356,117,480,84.8,749,136
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-A, z7.2 / r",ArF LAICPMS,,2.1,,680.8,384,,,,652,14.1,8208,1.19,,45.8,121,9.42,26.3,3.05,15.2,5.96,1.5,19,5.76,67.9,22.9,103,19.6,181,34.7
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-A, z9.1 / c",ArF LAICPMS,,2.1,808,183.3,10.3,,,,1230,1.93,6953,0.676,,57.7,119,0.07,4.24,0.325,4.54,7.38,2.37,37.4,10.7,125,42.9,177,32.8,260,51.2
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-A, z9.2 / r",ArF LAICPMS,,2.1,805,183.3,9.99,,,,629,3,7522,0.884,,46.6,120,0.01,5.34,0.0504,0.955,2.79,0.844,15.7,5.49,62,21.3,96,18.7,170,34
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-B, z1.1 / c",ArF LAICPMS,,2.1,736,309.9,4.94,,,,2060,10.6,11872,3.84,,283,434,0.24,24.3,0.137,2.54,6.8,0.44,43.7,14.5,189,68,309,63,591,101
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-B, z1.2 / r",ArF LAICPMS,,2.1,763,266.2,6.57,,,,1230,17.1,12465,5.62,,176,392,0.33,18.5,0.137,1.59,3.41,0.204,23.3,8.11,110,41.6,197,38.3,333,61.6
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-B, z2.1 / c",ArF LAICPMS,,2.1,839,213.8,13.7,,,,1920,3.07,8819,1.05,,80.5,110,0.04,6.7,0.417,6.96,12.9,2.73,63.5,18.1,208,69.6,291,52.9,444,83.4
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-B, z2.2 / r",ArF LAICPMS,,2.1,805,279.3,10,,,,949,4.88,7912,1.85,,51.8,89.8,0.04,6.69,0.12,1.97,4.52,0.754,24.3,7.31,95.4,33.9,151,27.4,244,45.9
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-B, z3.1 / c",ArF LAICPMS,,2.1,869,187.7,17.8,,,,1480,3.17,7818,0.948,,58.5,83.3,0.06,5.6,0.377,6.08,10.1,3.97,48.5,15,164,53.3,224,44.2,367,67.2
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-B, z3.2 / r",ArF LAICPMS,,2.1,749,209.5,5.71,,,,957,12,10600,3.82,,114,208,0.01,16.2,0.0603,1.27,2.95,0.33,21.3,7.24,89.7,33.5,153,31.6,274,50.6
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-B, z4.1 / c",ArF LAICPMS,,2.1,889,331.7,21,,,,3150,4.9,6741,1.12,,147,150,0.09,7.6,0.835,14.8,25.1,8.36,115,33.6,363,116,449,87.5,726,133
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-B, z4.2 / r",ArF LAICPMS,,2.1,743,261.9,5.34,,,,1310,15.3,11617,4.49,,168,305,0.06,21.2,0.148,1.77,3.98,0.431,29,9.1,126,44.5,203,40.4,350,63.3
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-B, z5.1 / c",ArF LAICPMS,,2.1,806,362.2,10.1,,,,3610,9.47,7717,2.19,,340,318,0.07,17.8,0.707,12.7,23.3,4.64,114,34.5,384,129,531,103,859,153
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-B, z5.2 / r",ArF LAICPMS,,2.1,706,327.3,3.53,,,,727,9.12,9073,2.99,,105,211,0.41,14.6,0.211,1.4,2.41,0.17,13.8,5.16,64.9,25.1,120,24.2,223,40.3
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-B, z6.1 / c",ArF LAICPMS,,2.1,797,257.5,9.26,,,,2580,7.04,9243,2.23,,182,230,0.05,13.5,0.477,7.93,15.5,2.46,80.3,24.9,280,91.9,379,75.2,629,108
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-B, z6.2 / r",ArF LAICPMS,,2.1,769,283.7,7,,,,1100,12.6,10345,3.72,,127,231,0.01,17.3,0.101,2,4.23,0.387,25.1,8.32,107,38.2,172,36.1,305,57
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-B, z7.1 / c",ArF LAICPMS,,2.1,812,213.8,10.7,,,,1240,2.2,6580,0.711,,45.8,62.1,0.03,3.79,0.267,4.63,7.81,2.17,39.8,12.1,133,44,193,34.9,293,53.2
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-B, z7.2 / r",ArF LAICPMS,,2.1,739,205.1,5.14,,,,767,10.7,10685,3.3,,82.6,169,,14,0.046,1.02,2.41,0.226,16.8,5.84,76.3,27.3,124,26.7,222,42.8
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-B, z8.1 / c",ArF LAICPMS,,2.1,778,240,7.65,,,,2250,5.2,7437,1.57,,122,152,0.047,9.64,0.367,5.97,13.8,2.88,69.8,20.6,244,77.1,327,61.6,500,95.1
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-B, z8.2 / r",ArF LAICPMS,,2.1,785,261.9,8.21,,,,912,8.8,9837,2.74,,97.9,169,0.016,15.3,0.0685,1.51,3.62,0.444,21.8,7.15,89.2,32.3,143,28.2,254,48.5
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-B, z9.2 / r",ArF LAICPMS,,2.1,748,257.5,5.65,,,,973,11.2,11533,3.69,,102,210,,15.4,0.0465,1.07,3.17,0.24,18.5,6.85,86.1,31.3,149,30.7,273,53
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-B, z10.1 / c",ArF LAICPMS,,2.1,834,209.5,13.1,,,,2050,4.12,8649,1.32,,80.2,120,0.04,7.05,0.413,6.92,12.9,3.01,64,19,222,71,307,57,457,84.7
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-B, z10.2 / r",ArF LAICPMS,,2.1,790,261.9,8.6,,,,886,6.07,7996,1.96,,76.6,127,0.01,10.5,0.0934,1.79,4.27,0.558,21.2,6.71,85.1,29.5,131,27.2,234,44.1
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-B, z11.1 / c",ArF LAICPMS,,2.1,692,288,3,,,,1400,17.2,11193,5.24,,232,414,0.03,22,0.0891,1.92,4.09,0.325,27.5,9.54,124,48,223,46.4,396,74.9
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-B, z11.2 / r",ArF LAICPMS,,2.1,738,226.9,5.05,,,,1070,15.6,11278,4.89,,150,314,0.04,17.1,0.0683,1.52,3.57,0.236,21.9,7.86,99.3,39.3,176,35,309,60.4
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-C, z1.1 / c",ArF LAICPMS,,2.1,867,266.2,17.4,,,,1630,2.43,6623,0.681,,77.1,159,1.3,7.18,0.878,7.91,13.3,4.13,60.6,16,177,62,250,47.8,400,74.7
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-C, z1.2 / r",ArF LAICPMS,,2.1,809,205.1,10.4,,,,623,3.09,8005,0.833,,37.4,104,,4.58,0.0846,1.21,2.17,0.798,15.4,4.96,62.4,21.2,103,20.9,154,29.7
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-C, z2.1 / c",ArF LAICPMS,,2.1,810,266.2,10.5,,,,2600,5.41,8819,1.76,,127,174,0.044,8.9,0.511,8.02,15.8,3.69,82.9,24.8,299,99.9,408,75.3,567,104
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-C, z2.2 / r",ArF LAICPMS,,2.1,798,274.9,9.37,,,,1660,9.66,9413,3,,148,212,0.018,13,0.216,3.64,6.35,1.42,40.3,13.5,155,59.8,247,45.4,383,70.1
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-C, z3.1 / c",ArF LAICPMS,,2.1,804,183.3,9.92,,,,1640,2.48,9243,0.751,,91.5,168,0.018,7.08,0.227,4.44,10.2,2.51,54,14.4,173,62.6,260,44.7,382,67
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-C, z3.2 / r",ArF LAICPMS,,2.1,800,205.1,9.56,,,,787,3.95,9073,1.4,,59.5,161,,8.35,0.0781,1.3,3.08,0.815,20.2,5.41,72.2,28.2,123,24.4,215,37.8
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-C, z4.1 / c",ArF LAICPMS,,2.1,752,327.3,5.9,,,,2510,9.11,9921,2.75,,288,645,0.028,18.7,0.325,6.14,11.7,1.79,67,21,257,93,405,77.2,632,106
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-C, z4.2 / r",ArF LAICPMS,,2.1,756,213.8,6.11,,,,990,6.52,9752,2.07,,110,270,,11.4,0.0657,1.41,3.41,0.604,23.6,8.03,89.8,34.1,148,29.2,260,46.9
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-C, z5.1 / c",ArF LAICPMS,,2.1,725,274.9,4.38,,,,1760,4.01,8819,1.31,,126,266,0.026,10.7,0.362,6.24,10.6,1.73,55.4,15.8,183,64.1,271,49.1,417,75.2
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-C, z5.2 / r",ArF LAICPMS,,2.1,768,218.2,6.94,,,,859,4.62,8454,1.56,,68.8,171,,8.61,0.0508,1.19,3.65,0.625,23.7,6.97,88.5,32,144,26.9,238,45.3
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-C, z6.1 / c",ArF LAICPMS,,2.1,831,148.4,12.7,,,,1330,2.35,8649,0.766,,64,142,0.012,5.15,0.206,4.34,8.28,2.84,46.6,13.6,146,49.8,209,38.5,308,57.3
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-C, z6.2 / r",ArF LAICPMS,,2.1,847,174.6,14.6,,,,1650,2.35,8565,0.83,,78.9,159,0.029,6.06,0.308,6.15,11,3.51,57.8,16.5,165,57,246,46.2,387,67.7
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-C, z7.2 / r",ArF LAICPMS,,2.1,793,122.2,8.9,,,,647,3.64,8327,1.01,,45.2,126,,5.75,0.0447,1.08,2.46,0.704,16.2,5.05,57.2,22.8,102,18.2,168,31.8
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-C, z8.1 / c",ArF LAICPMS,,2.1,792,161.5,8.8,,,,1560,2.62,8073,0.878,,86.8,159,0.024,6.48,0.34,6.09,12.4,2.88,53.6,15.1,164,58.4,237,40.2,369,67.9
"Yellowstone, Huckleberry Ridge tuff","Wotzlaw, J.-F. et al., 2015",-0.41,0.42,"HRT-C, z8.2 / r",ArF LAICPMS,,2.1,825,117.8,12,,,,633,3.3,9328,0.971,,44.2,124,,6.31,0.0504,1.04,2.57,0.72,14.2,5.2,61.8,22.3,98.8,18.9,176,30.8
